,text,code,party,label,party_code
10102,We also support providing appropriate assistance to the armed forces of Ukraine and greater coordination with NATO defense planning.,107,R,internationalism +,1
10103,All our adversaries heard the message in the Administration’s cutbacks: America is weaker and retreating.,104,R,military +,1
10104,"Concomitantly, we honor, support, and thank all law enforcement, first responders, and emergency personnel for their service.",706,R,non-economic demographic groups,1
10105,Confronting the Dangers,H,R,,1
10106,"In the face of these threats, the first order of business for a Republican president and Congress will be to restore our nation’s military might.",104,R,military +,1
10107,Republicans continue to support American military superiority which has been the cornerstone of a strategy that seeks to deter aggression,104,R,military +,1
10108,or defeat those who threaten our vital national security interests.,104,R,military +,1
10109,We must rebuild troop numbers and readiness,104,R,military +,1
10110,"and confirm their mission: Protecting the nation,",104,R,military +,1
10111,not nation building.,105,R,military -,1
10112,The United States should meet the Reagan model of “peace through strength” by a force that is capable of meeting any and all threats to our vital national security.,104,R,military +,1
10113,We will no longer tolerate a President whose rules of engagement put our own troops in harm’s way,104,R,military +,1
10114,or commanders who tell their soldiers that their first duty is to fight climate change.,104,R,military +,1
10115,A Republican administration will begin at once to undo the damage of the last eight years.,104,R,military +,1
10116,We must move from a budget-based strategy to one that puts the security of our nation first.,104,R,military +,1
10117,This means that our Republican president’s strategic vision will include the development of a balanced force to meet the diverse threats facing our nation.,104,R,military +,1
10118,Special Operations Forces are simply not intended to deal with the full spectrum of threats.,104,R,military +,1
10119,We need a Reagan-era force that can fight and win two-and one-half wars ranging from counterterrorism to deterring major power aggressors.,104,R,military +,1
10120,We should abandon arms control treaties that benefit our adversaries without improving our national security.,109,R,internationalism -,1
10121,"We must fund, develop, and deploy a multi-layered missile defense system.",104,R,military +,1
10122,"We must modernize nuclear weapons and their delivery platforms,",104,R,military +,1
10123,"end the policy of Mutually Assured Destruction,",104,R,military +,1
10124,"and rebuild relationships with our allies,",107,R,internationalism +,1
10125,"who understand that as long as the U.S. nuclear arsenal is their shield, they do not need to engage in nuclear proliferation.",104,R,military +,1
10126,"While immigration is addressed in more detail elsewhere, we cannot ignore the reality that border security is a national security issue,",104,R,military +,1
10127,and that our nation’s immigration and refugee policies are placing Americans at risk.,104,R,military +,1
10128,"To keep our people safe, we must secure our borders,",104,R,military +,1
10129,"enforce our immigration laws,",605.1,R,law and order +,1
10130,and properly screen refugees and other immigrants entering from any country.,601.2,R,national way of life: immigration -,1
10131,In particular we must apply special scrutiny to those foreign nationals seeking to enter the United States from terror-sponsoring countries or from regions associated with Islamic terrorism.,601.2,R,national way of life: immigration -,1
10132,"This was done successfully after September 11, 2001, under the National Security Entry-Exit Registration System, which should be renewed now.",601.2,R,national way of life: immigration -,1
10133,Supporting Our Troops: Resources to do Their Job,H,R,,1
10134,We owe it to the American people and to those who fight our wars that we remain the strongest military on earth,104,R,military +,1
10135,"and be prepared to defeat any adversary under any circumstances on any battlefield, including land, air, sea, or cyber.",104,R,military +,1
10136,Successive years of cuts to our defense budget have put an undue strain on our men and women in uniform.,104,R,military +,1
10137,This is especially harmful at a time when we are asking our military to do more in an increasingly dangerous world.,104,R,military +,1
10138,The U.S. defense budget has suffered a 25 percent cut in real dollars in the five years since sequestration.,104,R,military +,1
10139,We support lifting the budget cap for defense and reject the efforts of Democrats to hold the military’s budget hostage for their domestic agenda.,104,R,military +,1
10140,Congress and the Administration should work together to approve military spending at the level necessary to defend our country.,104,R,military +,1
10141,"We must not be encumbered by decades- old, legacy procurement processes.",104,R,military +,1
10142,America’s incredible talent and ingenuity must be unleashed by modernizing the military procurement system and embracing competition among traditional and non-traditional suppliers.,401,R,free market economy,1
10143,"Competitive acquisition and maintenance of weapon systems, including the sustainment and support of such systems,",401,R,free market economy,1
10144,"will benefit the U.S. economy,",410,R,economic growth +,1
10145,"U.S. taxpayers,",410,R,economic growth +,1
10146,"and most important, the American warfighter.",706,R,non-economic demographic groups,1
10147,"Increased competition will enable new Department of Defense suppliers,",401,R,free market economy,1
10148,"particularly small businesses, to participate in the defense sector.",401,R,free market economy,1
10149,"That will promote new demand for skilled-labor jobs,",701,R,labour groups +,1
10150,while making the Department's procurement more cost-efficient.,303,R,gov-admin efficiency,1
10151,The increased agility and effectiveness will ensure that our troops are equipped with the right resources more quickly than our current procurement systems allow.,104,R,military +,1
10152,Supporting Our Troops: Standing by Our Heroes,H,R,,1
10153,"With Republican leadership, the Congress recently passed legislation that begins to reverse America's military decline.",104,R,military +,1
10154,"The National Defense Authorization Act of 2016 begins to correct the shortfalls in our military readiness by reversing troop cuts, increasing investments in training and maintenance, and rebuilding facilities.",104,R,military +,1
10155,It gives our troops the full pay raise to which they are entitled under the law,706,R,non-economic demographic groups,1
10156,"and gives the next administration the ability to review operations and funding, make adjustments, and ask for more money if necessary.",104,R,military +,1
10157,"All this represents a sound start in supporting those who put their lives on the line in defense of our country,",104,R,military +,1
10158,while protecting our national security in a dangerous world.,104,R,military +,1
10159,"Military families must be assured of the pay, healthcare, housing, education, and overall support they have earned.",706,R,non-economic demographic groups,1
10160,"In recent years, they have been carrying the burden of budgetary restraint more than any other Americans through cuts in their pay, health benefits, and retirement plans.",706,R,non-economic demographic groups,1
10161,About 75 percent of enlistees come from military families.,706,R,non-economic demographic groups,1
10162,We cannot expect that level of patriotic commitment to continue among young people who have experienced the way their families have been treated.,706,R,non-economic demographic groups,1
10163,We must ensure that the nation keeps its commitments to those who signed on the dotted line of enlistment.,706,R,non-economic demographic groups,1
10164,"The repeated troop deployments during conflicts in the Middle East have been unusually hard on all members of their households, worsening unemployment and underemployment among spouses.",706,R,non-economic demographic groups,1
10165,"In many cases, they and their children have been at war for 14 years.",105,R,military -,1
10166,"We must strengthen existing programs that offer families readjustment information and counseling, and we urge states to help by providing job programs, license reciprocity, one-stop service centers, and education.",503,R,equality +,1
10167,The burden of our country's extended military involvement in the Middle East has taken a toll on our service personnel.,105,R,military -,1
10168,"Suicides among our military — active duty troops, reservists, National Guardsmen, and veterans — are at shocking levels,",706,R,non-economic demographic groups,1
10169,"while postservice medical conditions, including addiction and mental illness, require more and more assistance.",504,R,welfare +,1
10170,"More than ever, our government must work with the private sector to advance opportunities and provide assistance to those wounded in spirit as well as in body,",505,R,welfare -,1
10171,whether through experimental efforts like the PAWS (Puppies Assisting Wounded Servicemen) program for service dogs or through the faith-based institutions that have traditionally been providers of counseling and aid.,505,R,welfare -,1
10172,We support the rights of conscience of military chaplains of all faiths to practice their faith free from political interference.,603,R,traditional morality +,1
10173,"We reject attempts by the Obama Administration to censure and silence them, particularly Christians and Christian chaplains.",603,R,traditional morality +,1
10174,We support an increase in the size of the Chaplain Corps.,603,R,traditional morality +,1
10175,"A Republican commander-in- chief will protect the religious freedom of all military members, especially chaplains, and will not tolerate attempts to ban Bibles or religious symbols from military facilities.",603,R,traditional morality +,1
10176,A Republican commander-in- chief will also encourage education regarding the religious liberties of military personnel under both the First Amendment of the U.S. Constitution and the current National Defense Authorization Act.,603,R,traditional morality +,1
10177,Our country's all-volunteer force has been a success.,105,R,military -,1
10178,"We oppose the reinstatement of the draft, except in dire circumstances like world war, whether directly or through compulsory national service.",105,R,military -,1
10179,"We support the all-volunteer force and oppose unnecessary policy changes, including compulsory national service and Selective Service registration of women for a possible future draft.",105,R,military -,1
10180,We reiterate our support for both the advancement of women in the military,503,R,equality +,1
10181,and their exemption from direct ground combat units and infantry battalions.,105,R,military -,1
10182,"We affirm the cultural values that encourage selfless service and superiority in battle,",601.1,R,national way of life: general +,1
10183,"and we oppose anything which might divide or weaken team cohesion, including intra-military special interest demonstrations.",603,R,traditional morality +,1
10184,"In particular, we warn against modification or lessening of standards in order to satisfy a nonmilitary agenda imposed by the White House.",603,R,traditional morality +,1
10185,"We call for an objective review of the impact on readiness of the current Administration’s ideology- based personnel policies, and will correct problems with appropriate administrative, legal, or legislative action.",603,R,traditional morality +,1
10186,We reject the use of the military as a platform for social experimentation,603,R,traditional morality +,1
10187,and will not accept or continue attempts to undermine military priorities and mission readiness.,603,R,traditional morality +,1
10188,"We believe that our nation is most secure when the president and the administration prioritize readiness, recruitment, and retention",104,R,military +,1
10189,rather than using the military to advance a social or political agenda.,603,R,traditional morality +,1
10190,Military readiness should not be sacrificed on the altar of political correctness.,603,R,traditional morality +,1
10191,"We oppose legislative attempts to modify the system of military justice that would undermine its fairness and due process rights for all concerned, both the accuser and the accused.",605.1,R,law and order +,1
10192,Citizen Soldiers: National Guard and Reserves,H,R,,1
10193,Our Reserve and National Guard forces are national assets that must be nurtured in a manner commensurate with their role as America’s sentinels.,104,R,military +,1
10194,Their historic mission as citizen-soldiers is a proud tradition linking every town and city across America to liberty’s cause.,601.1,R,national way of life: general +,1
10195,"Since September 11, 2001, the National Guard has transformed from a strategic reserve to a fully integrated operational fighting force.",104,R,military +,1
10196,"The Guard has bled on missions in Iraq, Afghanistan, the Balkans, and the Sinai.",104,R,military +,1
10197,"Today, more than fifty percent of our Guardsmen have combat experience.",104,R,military +,1
10198,The Guard has demonstrated its value to the nation not only in war but during emergencies here at home such as Hurricane Katrina and Super Storm Sandy.,104,R,military +,1
10199,"To avoid the overextension of our military, we support a larger active force",104,R,military +,1
10200,and oppose the current Administration’s cuts to the National Guard and Reserves.,104,R,military +,1
10201,Those reductions are dangerous and counter-productive because the men and women of the Guard and Reserve tend to be older and more experienced than their active duty counterparts.,104,R,military +,1
10202,Guard and Reserve forces are currently deployed at historically high rates.,104,R,military +,1
10203,The Army Reserve alone has soldiers in 30 countries.,104,R,military +,1
10204,"To its credit, the Republican Congress, by passing the National Defense Authorization Act, has moved to ensure these troops have what they need.",104,R,military +,1
10205,"That provision has triggered another veto threat from the Commander- in-Chief, even though the bill passed with overwhelming bipartisan support in both the House and Senate.",104,R,military +,1
10206,"He would have the members of the Reserve and Guard train on, and potentially be deployed with, equipment that is no longer used by their active duty comrades.",104,R,military +,1
10207,We cannot tolerate this endangerment of both our troops and our national security.,104,R,military +,1
10208,"Therefore, we recommend a permanent line item for National Guard affairs, one that is not eliminated by the President and reinstated by Congress.",104,R,military +,1
10209,The guard is too essential to our national defense to be a secondary decision.,104,R,military +,1
10210,Honoring and Supporting Our Veterans: A Sacred Obligation,H,R,,1
10211,Our nation’s veterans have been our nation’s strength and remain a national resource.,706,R,non-economic demographic groups,1
10212,"Their service to their country — as community leaders, volunteers, mentors, educators, problem solvers, and public officials — continues long after they leave the military.",706,R,non-economic demographic groups,1
10213,"In the same way, our obligation to the one percent who defend the other ninety- nine percent does not end when they take off the uniform.",503,R,equality +,1
10214,"America has a sacred trust with our veterans,",706,R,non-economic demographic groups,1
10215,and we are committed to ensuring them and their families' care and dignity.,706,R,non-economic demographic groups,1
10216,"The work of the Department of Veterans Affairs (VA) is essential to meet our commitments to them: Providing health, education, disability, survivor, and home loan benefits, and arranging memorial services upon death.",706,R,non-economic demographic groups,1
10217,We heed Abraham Lincoln's command “to care for him who bore the battle.”,706,R,non-economic demographic groups,1
10218,"To care, as well, for the families of those who have made the ultimate sacrifice, who must be assured of meaningful financial assistance, remains our solemn duty.",706,R,non-economic demographic groups,1
10219,"As shown by recent controversies at the Department, senior leaders must be held accountable for ensuring that their subordinates are more responsive to veterans' needs.",706,R,non-economic demographic groups,1
10220,The VA has failed those who have sacrificed the most for our freedom.,706,R,non-economic demographic groups,1
10221,The VA must move from a sometimes adversarial stance to an advocacy relationship with vets.,706,R,non-economic demographic groups,1
10222,"To that end, we will empower the Secretary to hold all VA employees accountable",706,R,non-economic demographic groups,1
10223,"and will seek fundamental change in the VA's senior leadership structure by placing presidential appointees, rather than careerists, in additional positions of significant responsibility.",303,R,gov-admin efficiency,1
10224,We cannot allow an unresponsive bureaucracy to blunt our national commitment.,201.1,R,freedom,1
10225,"The VA must strengthen and improve its efforts through partnerships with private enterprises,",505,R,welfare -,1
10226,"veteran service organizations,",505,R,welfare -,1
10227,"technology and innovation,",411,R,technology & infrastructure,1
10228,and competitive bidding to enable the VA to better provide both quality and timely care along with all earned benefits to our nation's veterans and their families.,401,R,free market economy,1
10229,This will allow the VA to reduce the backlog and save immense resources all at the same time.,303,R,gov-admin efficiency,1
10230,"Therefore, let us look to innovative solutions that allow higher quality VA care,",411,R,technology & infrastructure,1
10231,"reduce backlogs,",303,R,gov-admin efficiency,1
10232,and save immense resources all at the same time.,303,R,gov-admin efficiency,1
10233,"Our wounded warriors, whether still in service or discharged, deserve the best medical care the country can provide.",504,R,welfare +,1
10234,"We must make military and veterans' medicine the gold standard for mental health, traumatic brain injury, multiple traumas, loss of limbs, and post-traumatic stress disorder (PTSD).",504,R,welfare +,1
10235,Those injuries require a new commitment of targeted resources and personnel for treatment and care to advance recovery.,504,R,welfare +,1
10236,"That includes allowing veterans to choose to access care in the community and not just in VA facilities,",504,R,welfare +,1
10237,because the best care in the world is not effective if it is not accessible.,504,R,welfare +,1
10238,We will seek to consolidate the VA's existing community care authorities to make a single program that will be easily understood by both veterans and VA healthcare providers.,504,R,welfare +,1
10239,"Like the rest of American medicine, the VA faces a critical shortage of primary care and mental health physicians.",504,R,welfare +,1
10240,That's why there are long waiting times to see a doctor and why doctors are often frustrated by the limited time they have with their patients.,504,R,welfare +,1
10241,"This is especially the case with mental health care, which often amounts to prescribing drugs because there are not enough psychologists and psychiatrists to do anything else.",504,R,welfare +,1
10242,"Inadequate treatment of PTSD drives other problems like suicide, homelessness, and unemployment.",504,R,welfare +,1
10243,"This situation may not be quickly reversed, but a Republican administration will begin, on day one, to undertake the job.",504,R,welfare +,1
10244,"As a nation, we honor the sacrifice of our fallen service members at the graves where we lay them to rest in national, state, and veterans' cemeteries around the world.",706,R,non-economic demographic groups,1
10245,"In doing so, we make it clear that their ultimate sacrifice and service to our country will never be forgotten.",706,R,non-economic demographic groups,1
10246,"As a party, we seek to honor their sacrifice and comfort their families by ensuring all veterans' cemeteries are adequately equipped and a standard of care established, using Arlington Cemetery as a guide, that is befitting their service.",706,R,non-economic demographic groups,1
10247,The level of financial distress and homelessness among vets is a shame to the nation.,503,R,equality +,1
10248,"For a veteran, a job is more than a source of income.",701,R,labour groups +,1
10249,"It is a new mission, with a new status, and the transition can be difficult.",706,R,non-economic demographic groups,1
10250,We urge the private sector to make hiring vets a company policy and commend the organizations that have proven programs to accomplish this.,706,R,non-economic demographic groups,1
10251,We will retain the preference given to veterans when they seek federal employment.,706,R,non-economic demographic groups,1
10252,"We urge closer coordination with the state offices for veterans' affairs,",706,R,non-economic demographic groups,1
10253,"particularly with regard to expediting disability claims, since those closest to an individual can often best diagnose a problem and apply a remedy.",503,R,equality +,1
10254,We will halt the current Administration's unconstitutional automatic denial of gun ownership to returning members of our Armed Forces who have had representatives appointed to manage their financial affairs.,201.1,R,freedom,1
10255,We urge state education officials to promote the hiring of qualified veterans as teachers in our public schools.,706,R,non-economic demographic groups,1
10256,Their proven abilities and life experiences will make them more successful instructors and role models for students than would any teaching certification.,706,R,non-economic demographic groups,1
10257,Over-prescription of opioids has become a nationwide problem hindering the treatment of veterans suffering from mental health issues.,504,R,welfare +,1
10258,"We therefore support the need to explore new and broader ranges of options,",504,R,welfare +,1
10259,"including faith- based programs,",603,R,traditional morality +,1
10260,that will better serve the veteran and reduce the need to rely on drugs as the sole treatment.,504,R,welfare +,1
10261,America: The Indispensable Nation,H,R,,1
10262,"For the last several generations, our country’s two major political parties were dedicated to the nation’s security and the advance of freedom around the world.",104,R,military +,1
10263,Both had learned from mistakes of the past and realized that a weak America invited aggression.,104,R,military +,1
10264,Both recognized the need to stand with friends and oppose those who wished us evil.,107,R,internationalism +,1
10265,"Whatever their disagreements, both the Republican and Democratic parties stood for peace through strength",104,R,military +,1
10266,— and strength meant American military superiority.,104,R,military +,1
10267,This bipartisan commitment has tragically changed.,104,R,military +,1
10268,"The leadership of the Democratic Party, both those in office and those who seek it, no longer see America as a force for good in the world.",601.1,R,national way of life: general +,1
10269,They do not stand by allies or stand strong against our foes.,305.1,R,political authority: party competence,1
10270,They pander to world opinion and neglect the national interest.,305.1,R,political authority: party competence,1
10271,They cannot be trusted to advance either the cause of liberty or our national security in the dangerous years in which we live.,305.1,R,political authority: party competence,1
10272,We affirm our party’s tradition of world leadership established by President Eisenhower and followed by every Republican president since.,104,R,military +,1
10273,"It stands for enormous power — and the prudence to use it sparingly, precisely, and only in grave necessity.",104,R,military +,1
10274,"It stands for involvement, not intervention.",107,R,internationalism +,1
10275,"It requires consultation, not permission to act.",109,R,internationalism -,1
10276,It leads from the front — and ensures all others do their parts as well.,109,R,internationalism -,1
10277,It embraces American exceptionalism,601.1,R,national way of life: general +,1
10278,and rejects the false prophets of decline and diminution.,601.1,R,national way of life: general +,1
10279,"It is, in sum, the way we will lead the world into a new century of greater peace and prosperity — another American Century.",601.1,R,national way of life: general +,1
10280,Challenges of a Changing Middle East,H,R,,1
10281,The Middle East is more dangerous now than at any time since the Second World War.,104,R,military +,1
10282,"Whatever their disagreements, presidents of both parties had always prioritized America’s national interests,",109,R,internationalism -,1
10283,"the trust of friendly governments,",107,R,internationalism +,1
10284,and the security of Israel.,101,R,foreign special +,1
10285,That sound consensus was replaced with impotent grandstanding on the part of the current President and his Secretaries of State.,305.2,R,political authority: personal competence,1
10286,The results have been ruinous for all parties except Islamic terrorists and their Iranian and other sponsors.,104,R,military +,1
10287,"We consider the Administration’s deal with Iran, to lift international sanctions and make hundreds of billions of dollars available to the Mullahs, a personal agreement between the President and his negotiating partners and non-binding on the next president.",109,R,internationalism -,1
10288,"Without a two-thirds endorsement by the Senate, it does not have treaty status.",109,R,internationalism -,1
10289,"Because of it, the defiant and emboldened regime in Tehran continues to sponsor terrorism across the region, develop a nuclear weapon, test-fire ballistic missiles inscribed with “Death to Israel,” and abuse the basic human rights of its citizens.",104,R,military +,1
10290,A Republican president will not be bound by it.,109,R,internationalism -,1
10291,"We must retain all options in dealing with a situation that gravely threatens our security, our interests, and the survival of our friends.",104,R,military +,1
10292,"Over the last four years we have seen the rise of a murderous fanaticism in the form of ISIS, the so called Islamic State.",104,R,military +,1
10293,Its reach now extends far beyond the Middle East to virtually every continent.,104,R,military +,1
10294,ISIS has brought ancient butchery into the 21st century.,104,R,military +,1
10295,"Nations are imploding, erasing long- established borders.",104,R,military +,1
10296,The Obama Administration and its Secretary of State so mishandled the Arab Spring that it destabilized the entire region.,305.1,R,political authority: party competence,1
10297,The hope some saw in the Arab Spring has transformed into disappointment.,202.1,R,democracy: general +,1
10298,"The dictator of Syria, Bashar Assad, has murdered hundreds of thousands of his own people and created millions of refugees,",201.2,R,human rights,1
10299,and an American president has been unable to rally the world against him.,305.1,R,political authority: party competence,1
10300,"Understandably, our allies fear for their future in a region far more dangerous than it was eight years ago.",305.1,R,political authority: party competence,1
10301,A Republican administration will restore our nation’s credibility.,104,R,military +,1
10302,"We must stand up for our friends,",107,R,internationalism +,1
10303,"challenge our foes,",104,R,military +,1
10304,and destroy ISIS.,104,R,military +,1
10305,"Hezbollah, controlling over 100,000 missiles in Lebanon, must be isolated and Lebanon’s independence restored.",104,R,military +,1
10306,"We will support the transition to a post-Assad Syrian government that is representative of its people,",106,R,peace,1
10307,"protects the rights of all minorities and religions,",201.2,R,human rights,1
10308,"respects the territorial integrity of its neighbors,",107,R,internationalism +,1
10309,and contributes to peace and stability in the region.,106,R,peace,1
10310,The Iraqi people have been on the front lines in the fight against terror.,107,R,internationalism +,1
10311,"Hundreds of thousands have been killed, and the attacks against them continue, even in Baghdad.",107,R,internationalism +,1
10312,Our partnership with them should continue as long as ISIS and others like it survive in the region.,107,R,internationalism +,1
10313,"We are deeply concerned that, in the face of genocide against them, Christian communities in cities like Erbil are receiving no financial support from either the U.S. government or the UN to help with displaced persons and urban refugees.",201.2,R,human rights,1
10314,Their survival is sustained only by private charities.,201.2,R,human rights,1
10315,This must change immediately.,201.2,R,human rights,1
10316,Defeating ISIS means more than pushing back its fighters while abandoning its victims.,107,R,internationalism +,1
10317,It must mean aiding those who have suffered the most — and doing so before they starve.,107,R,internationalism +,1
10318,"It means supporting the long-term survival of indigenous religious and ethnic communities,",503,R,equality +,1
10319,"punishing the perpetrators of crimes against humanity,",605.1,R,law and order +,1
10320,and conditioning humanitarian and military assistance to governments on their observable commitment to human rights.,201.2,R,human rights,1
10321,"We continue to support the Kurdish people, whose bravery and cooperation with our forces merit our respect and their autonomy.",107,R,internationalism +,1
10322,"Many countries in the region have given, and continue to give, substantial assistance to the United States because they understand that our struggle against terrorism is not an ethnic or religious fight.",107,R,internationalism +,1
10323,"They consider violent extremists to be abusers of their faith, not its champions.",107,R,internationalism +,1
10324,We applaud their courage and value their counsel.,107,R,internationalism +,1
10325,"The U.S. government, together with its global partners, should mobilize its political, economic, and military assets to support the creation of a safe haven in northern Iraq to protect those ethnic and religious minorities continuing to face genocide at the hands of ISIS.",107,R,internationalism +,1
10326,Our Unequivocal Support for Israel,H,R,,1
10327,"Like the United States of America, the modern state of Israel is a country born from the aspiration for freedom and stands out among the nations as a beacon of democracy and humanity.",101,R,foreign special +,1
10328,"Beyond our mutual strategic interests, Israel is likewise an exceptional country that shares our most essential values.",101,R,foreign special +,1
10329,It is the only country in the Middle East where freedom of speech and freedom of religion are found.,101,R,foreign special +,1
10330,"Therefore, support for Israel is an expression of Americanism,",101,R,foreign special +,1
10331,and it is the responsibility of our government to advance policies that reflect Americans' strong desire for a relationship with no daylight between America and Israel.,101,R,foreign special +,1
10332,We recognize Jerusalem as the eternal and indivisible capital of the Jewish state and call for the American embassy to be moved there in fulfillment of U.S. law.,101,R,foreign special +,1
10333,We reaffirm America's commitment to Israel's security,101,R,foreign special +,1
10334,and will ensure that Israel maintains a qualitative military edge over any and all adversaries.,101,R,foreign special +,1
10335,We support Israel's right and obligation to defend itself against terror attacks upon its people,101,R,foreign special +,1
10336,"and against alternative forms of warfare being waged upon it legally, economically, culturally, and otherwise.",101,R,foreign special +,1
10337,"We reject the false notion that Israel is an occupier and specifically recognize that the Boycott, Divestment, and Sanctions Movement (BDS) is anti-Semitic in nature and seeks to destroy Israel.",101,R,foreign special +,1
10338,"Therefore, we call for effective legislation to thwart actions that are intended to limit commercial relations with Israel, or persons or entities doing business in Israel or in Israeli-controlled territories, in a discriminatory manner.",101,R,foreign special +,1
10339,"The United States seeks to assist in the establishment of comprehensive and lasting peace in the Middle East,",106,R,peace,1
10340,to be negotiated among those living in the region.,107,R,internationalism +,1
10341,"We oppose any measures intended to impose an agreement or to dictate borders or other terms, and we call for the immediate termination of all U.S. funding of any entity that attempts to do so.",107,R,internationalism +,1
10342,Our party is proud to stand with Israel now and always.,101,R,foreign special +,1
10343,U.S. Leadership in the Asian Pacific,H,R,,1
10344,"We are a Pacific nation with economic, military, and cultural ties to all the countries of the oceanic rim",107,R,internationalism +,1
10345,"and treaty alliances with Japan, South Korea, Australia, the Philippines, and Thailand.",107,R,internationalism +,1
10346,"With them, we look toward the establishment of human rights for the people of North Korea.",201.2,R,human rights,1
10347,We urge the government of China to recognize the inevitability of change in the Kim family’s slave state,201.2,R,human rights,1
10348,"and, for everyone’s safety against nuclear disaster, to hasten positive change on the Korean peninsula.",107,R,internationalism +,1
10349,"The United States will continue to demand the complete, verifiable, and irreversible dismantlement of North Korea’s nuclear weapons program with full accounting of its proliferation activities.",106,R,peace,1
10350,We also pledge to counter any threats from the North Korean regime.,104,R,military +,1
10351,"We salute the people of Taiwan, with whom we share the values of democracy, human rights, a free market economy, and the rule of law.",202.1,R,democracy: general +,1
10352,"Our relations will continue to be based upon the provisions of the Taiwan Relations Act, and we affirm the Six Assurances given to Taiwan in 1982 by President Reagan.",107,R,internationalism +,1
10353,"We oppose any unilateral steps by either side to alter the status quo in the Taiwan Straits on the principle that all issues regarding the island’s future must be resolved peacefully, through dialogue,",107,R,internationalism +,1
10354,and be agreeable to the people of Taiwan.,202.1,R,democracy: general +,1
10355,"If China were to violate those principles, the United States, in accord with the Taiwan Relations Act, will help Taiwan defend itself.",104,R,military +,1
10356,We praise efforts by the new government in Taipei to continue constructive relations across the Taiwan Strait and call on China to reciprocate.,107,R,internationalism +,1
10357,"As a loyal friend of America, Taiwan has merited our strong support,",107,R,internationalism +,1
10358,"including free trade agreement status,",107,R,internationalism +,1
10359,"the timely sale of defensive arms including technology to build diesel submarines,",104,R,military +,1
10360,"and full participation in the World Health Organization, International Civil Aviation Organization, and other multilateral institutions.",107,R,internationalism +,1
10361,China’s behavior has negated the optimistic language of our last platform concerning our future relations with China.,109,R,internationalism -,1
10362,"The liberalizing policies of recent decades have been abruptly reversed,",407,R,protectionism -,1
10363,"dissent brutally crushed,",201.2,R,human rights,1
10364,"religious persecution heightened,",201.2,R,human rights,1
10365,"the internet crippled,",201.1,R,freedom,1
10366,"a barbaric population control two-child policy of forced abortions and forced sterilizations continued,",201.2,R,human rights,1
10367,and the cult of Mao revived.,109,R,internationalism -,1
10368,Critics of the regime have been kidnapped by its agents in foreign countries.,201.2,R,human rights,1
10369,"To distract the populace from its increasing economic problems and, more importantly, to expand its military might, the government asserts a preposterous claim to the entire South China Sea and continues to dredge ports and create landing fields in contested waters where none have existed before, ever nearer to U.S. territories and our allies,",109,R,internationalism -,1
10370,while building a navy far out of proportion to defensive purposes.,104,R,military +,1
10371,"The complacency of the Obama regime has emboldened the Chinese government and military to issue threats of intimidation throughout the South China Sea,",104,R,military +,1
10372,"not to mention parading their new missile, ""the Guam Killer,” down the main streets of Beijing,",104,R,military +,1
10373,a direct shot at Guam as America’s first line of defense.,104,R,military +,1
10374,"Meanwhile, cultural genocide continues in Tibet and Xinjiang,",201.2,R,human rights,1
10375,"the promised autonomy of Hong Kong is eroded,",202.1,R,democracy: general +,1
10376,"the currency is manipulated,",407,R,protectionism -,1
10377,"our technology is stolen,",411,R,technology & infrastructure,1
10378,and intellectual property and copyrights are mocked in an economy based on piracy.,401,R,free market economy,1
10379,"In business terms, this is not competition; it is a hostile takeover.",109,R,internationalism -,1
10380,"For any American company to abet those offenses,",201.2,R,human rights,1
10381,"especially governmental censorship and tracking of dissenters, is a disgrace.",201.2,R,human rights,1
10382,The return to Maoism by China’s current rulers is not reason to disengage with the Chinese people or their institutions.,107,R,internationalism +,1
10383,"We welcome students, tourists, and investors, who can see for themselves our vibrant American democracy and how real democracy works.",202.1,R,democracy: general +,1
10384,"We caution, however, against academic or cultural operations under the control of the Chinese government",109,R,internationalism -,1
10385,and call upon American colleges to dissociate themselves from this increasing threat to academic freedom and honest research.,109,R,internationalism -,1
10386,Most of the nations of Southeast Asia have set aside crippling ideologies and sought material progress in free enterprise and democracy.,202.1,R,democracy: general +,1
10387,We congratulate the people of Burma on their emergence from authoritarian rule,202.1,R,democracy: general +,1
10388,and urge their respect for the rights of their country’s minority populations.,201.2,R,human rights,1
10389,"Our improved relations with Vietnam — including arms sales — must advance efforts to obtain an accounting for, and repatriation of the remains of, Americans who gave their lives in the cause of Vietnamese freedom.",107,R,internationalism +,1
10390,"We cannot overlook the continued repression of fundamental rights and religious freedom,",201.2,R,human rights,1
10391,as well as retribution against ethnic minorities and others who assisted U.S. forces during the conflict there.,201.2,R,human rights,1
10392,India is our geopolitical ally and a strategic trading partner.,107,R,internationalism +,1
10393,The dynamism of its people,107,R,internationalism +,1
10394,and the endurance of their democratic institutions,202.1,R,democracy: general +,1
10395,are earning their country a position of leadership not only in Asia but throughout the world.,107,R,internationalism +,1
10396,"We encourage the Indian government to permit expanded foreign investment and trade,",107,R,internationalism +,1
10397,the key to rising living standards for those left out of their country's energetic economy.,107,R,internationalism +,1
10398,"For all of India's religious communities, we urge protection against violence and discrimination.",503,R,equality +,1
10399,Republicans note with pride the contributions to our country that are made by our fellow citizens of Indian ancestry.,503,R,equality +,1
10400,Conflicts in the Middle East have created special political and military challenges for the people of Pakistan.,107,R,internationalism +,1
